dispute_id,order_id,reason_code,dispute_date,days_to_dispute,status,true_win_probability,outcome_true,correct_relevant_chunk_id,expected_trajectory,prior_dispute_count_at_time,is_unknown_reason_edge_case,customer_id,amount,item_category,purchase_date,delivery_confirmed,delivery_date,otp_auth_confirmed,shipping_billing_match,prior_complaint_on_file
DSP-03403,ORD-15753,item_not_received,2026-04-23,5,pending,0.4849,False,RULE_ITEM_NOT_RECEIVED,clean_concede,1,False,CUST-02504,666.76,apparel,2026-04-18,True,2026-04-22,False,True,False
DSP-10848,ORD-02462,unauthorized_transaction,2026-07-08,7,pending,0.7015,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-05959,490.41,electronics,2026-07-01,True,2026-07-08,True,True,False
DSP-08561,ORD-17535,duplicate_charge,2026-06-14,21,pending,0.6601,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-01306,819.56,apparel,2026-05-24,True,2026-05-29,True,True,False
DSP-08911,ORD-03583,not_as_described,2026-06-18,12,pending,0.6529,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False,CUST-02577,602.02,electronics,2026-06-06,True,2026-06-10,True,True,False
DSP-11794,ORD-04588,item_not_received,2026-07-17,1,pending,0.7876,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-04609,533.39,apparel,2026-07-16,True,2026-07-20,True,True,False
DSP-10933,ORD-18190,not_as_described,2026-07-09,11,pending,0.5475,True,RULE_NOT_AS_DESCRIBED,clean_fight,3,False,CUST-03406,355.23,apparel,2026-06-28,True,2026-07-06,True,True,False
DSP-14611,ORD-15855,unauthorized_transaction,2026-08-17,11,pending,0.02,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,1,False,CUST-01564,2839.15,groceries,2026-08-06,False,,False,True,True
DSP-05425,ORD-06631,not_as_described,2026-05-13,8,pending,0.6458,True,RULE_NOT_AS_DESCRIBED,clean_fight,1,False,CUST-01519,962.2,apparel,2026-05-05,True,2026-05-13,True,True,False
DSP-14392,ORD-19251,item_not_received,2026-08-14,11,pending,0.7211,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-00248,1295.08,electronics,2026-08-03,True,2026-08-08,True,True,False
DSP-06719,ORD-00216,duplicate_charge,2026-05-27,18,pending,0.2603,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False,CUST-05979,1103.63,electronics,2026-05-09,True,2026-05-12,True,False,False
DSP-03895,ORD-10505,not_as_described,2026-04-28,21,pending,0.4575,True,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-01179,283.36,home_goods,2026-04-07,True,2026-04-14,True,True,True
DSP-05092,ORD-02563,item_not_received,2026-05-10,20,pending,0.744,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-00900,2776.34,electronics,2026-04-20,True,2026-04-28,True,True,False
DSP-11616,ORD-09047,item_not_received,2026-07-16,21,pending,0.6272,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-03152,384.14,electronics,2026-06-25,True,2026-07-01,True,True,False
DSP-07900,ORD-03073,unauthorized_transaction,2026-06-07,8,pending,0.65,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-04510,103.51,electronics,2026-05-30,True,2026-06-08,True,True,False
DSP-13425,ORD-05461,not_as_described,2026-08-03,13,pending,0.5526,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False,CUST-05088,1158.82,apparel,2026-07-21,True,2026-07-25,True,True,False
DSP-00997,ORD-12235,duplicate_charge,2026-03-29,3,pending,0.6448,False,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-04146,3794.6,electronics,2026-03-26,True,2026-04-01,True,True,True
DSP-07931,ORD-10357,item_not_received,2026-06-08,22,pending,0.3311,False,RULE_ITEM_NOT_RECEIVED,clean_concede,1,False,CUST-03971,5094.04,groceries,2026-05-17,True,2026-05-22,False,True,False
DSP-04252,ORD-14808,unauthorized_transaction,2026-05-01,6,pending,0.5144,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,4,False,CUST-02047,973.04,apparel,2026-04-25,True,2026-04-30,True,True,False
DSP-13388,ORD-02010,unauthorized_transaction,2026-08-02,7,pending,0.2931,True,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False,CUST-00218,2232.62,electronics,2026-07-26,True,2026-07-31,False,True,False
DSP-12446,ORD-16733,not_as_described,2026-07-24,7,pending,0.4019,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-02107,1338.66,groceries,2026-07-17,False,,True,True,False
DSP-12811,ORD-04082,duplicate_charge,2026-07-28,5,pending,0.7796,True,RULE_DUPLICATE_CHARGE,clean_fight,0,False,CUST-05741,5419.02,groceries,2026-07-23,True,2026-07-26,True,True,False
DSP-07650,ORD-12220,unauthorized_transaction,2026-06-05,4,pending,0.7854,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-03663,892.1,apparel,2026-06-01,True,2026-06-09,True,True,False
DSP-00454,ORD-01318,unauthorized_transaction,2026-03-22,10,pending,0.7112,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,1,False,CUST-03124,965.57,apparel,2026-03-12,True,2026-03-17,True,True,False
DSP-03542,ORD-11918,item_not_received,2026-04-24,22,pending,0.6101,False,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-04973,327.11,groceries,2026-04-02,True,2026-04-08,True,True,False
DSP-13395,ORD-05556,duplicate_charge,2026-08-02,10,pending,0.471,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-03236,100.0,electronics,2026-07-23,True,2026-07-26,True,True,False
DSP-13097,ORD-04998,unauthorized_transaction,2026-07-30,1,pending,0.7024,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-04285,1529.87,groceries,2026-07-29,True,2026-08-06,True,True,False
DSP-13112,ORD-04101,unauthorized_transaction,2026-07-31,8,pending,0.6437,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-02138,553.64,groceries,2026-07-23,True,2026-07-30,True,True,False
DSP-08060,ORD-03253,item_not_received,2026-06-09,21,pending,0.562,False,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-05841,697.59,digital_goods,2026-05-19,True,2026-05-24,True,True,True
DSP-06561,ORD-03992,duplicate_charge,2026-05-25,7,pending,0.61,True,RULE_DUPLICATE_CHARGE,clean_fight,1,False,CUST-01871,364.09,digital_goods,2026-05-18,True,2026-05-19,True,True,False
DSP-06112,ORD-14527,not_as_described,2026-05-20,2,pending,0.8071,True,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-05078,100.0,digital_goods,2026-05-18,True,2026-05-27,True,True,False
DSP-00539,ORD-14169,item_not_received,2026-03-24,13,pending,0.6694,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-03505,487.22,apparel,2026-03-11,True,2026-03-17,True,False,False
DSP-04315,ORD-04918,item_not_received,2026-05-02,9,pending,0.4863,False,RULE_ITEM_NOT_RECEIVED,clean_concede,4,False,CUST-04293,407.52,groceries,2026-04-23,True,2026-05-01,True,True,False
DSP-08125,ORD-17978,not_as_described,2026-06-10,20,pending,0.5516,False,RULE_NOT_AS_DESCRIBED,clean_fight,2,False,CUST-04965,431.52,apparel,2026-05-21,True,2026-05-25,True,True,False
DSP-00188,ORD-01429,duplicate_charge,2026-03-17,4,pending,0.5729,True,RULE_DUPLICATE_CHARGE,clean_fight,2,False,CUST-00796,106.79,home_goods,2026-03-13,True,2026-03-14,True,True,False
DSP-00586,ORD-05406,duplicate_charge,2026-03-24,7,pending,0.3146,True,RULE_DUPLICATE_CHARGE,clean_concede,2,False,CUST-00046,195.05,apparel,2026-03-17,False,,True,True,False
DSP-12469,ORD-06180,duplicate_charge,2026-07-24,24,pending,0.0544,False,RULE_DUPLICATE_CHARGE,clean_concede,4,False,CUST-05720,628.95,digital_goods,2026-06-30,False,,True,True,False
DSP-05141,ORD-19001,item_not_received,2026-05-10,21,pending,0.4555,False,RULE_ITEM_NOT_RECEIVED,clean_concede,2,False,CUST-05785,2301.16,apparel,2026-04-19,True,2026-04-24,False,True,False
DSP-05757,ORD-07751,item_not_received,2026-05-17,14,pending,0.6162,True,RULE_ITEM_NOT_RECEIVED,clean_fight,1,False,CUST-00435,392.74,groceries,2026-05-03,True,2026-05-11,True,True,False
DSP-10275,ORD-03515,item_not_received,2026-07-02,21,pending,0.598,True,RULE_ITEM_NOT_RECEIVED,clean_fight,3,False,CUST-01685,151.77,electronics,2026-06-11,True,2026-06-14,True,True,False
DSP-09607,ORD-13933,not_as_described,2026-06-25,20,pending,0.5255,False,RULE_NOT_AS_DESCRIBED,clean_fight,0,False,CUST-03222,2077.49,apparel,2026-06-05,True,2026-06-06,True,True,True
DSP-10066,ORD-16045,unauthorized_transaction,2026-06-30,24,pending,0.4192,False,RULE_UNAUTHORIZED_TRANSACTION,clean_concede,0,False,CUST-01699,459.81,apparel,2026-06-06,False,,True,True,False
DSP-12164,ORD-13431,unauthorized_transaction,2026-07-21,7,pending,0.6052,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,2,False,CUST-05600,486.01,electronics,2026-07-14,True,2026-07-23,True,True,False
DSP-08452,ORD-18715,item_not_received,2026-06-13,4,pending,0.02,False,RULE_ITEM_NOT_RECEIVED,retry_needed,3,False,CUST-01551,484.97,apparel,2026-06-09,False,,True,True,False
DSP-11663,ORD-02429,item_not_received,2026-07-16,11,pending,0.1462,True,RULE_ITEM_NOT_RECEIVED,retry_needed,2,False,CUST-02561,3775.84,home_goods,2026-07-05,False,,True,True,False
DSP-10017,ORD-15384,not_as_described,2026-06-30,16,pending,0.452,False,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-01459,468.95,electronics,2026-06-14,True,2026-06-16,True,True,True
DSP-05818,ORD-00603,unauthorized_transaction,2026-05-17,20,pending,0.5401,False,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-01924,155.95,apparel,2026-04-27,False,,True,True,False
DSP-12950,ORD-12034,item_not_received,2026-07-29,2,pending,0.2311,True,RULE_ITEM_NOT_RECEIVED,retry_needed,1,False,CUST-02321,465.8,digital_goods,2026-07-27,False,,True,False,False
DSP-02704,ORD-19561,unauthorized_transaction,2026-04-15,11,pending,0.5181,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,3,False,CUST-03983,2944.47,electronics,2026-04-04,True,2026-04-07,True,True,False
DSP-05145,ORD-02963,not_as_described,2026-05-10,7,pending,0.4663,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False,CUST-03122,735.08,apparel,2026-05-03,True,2026-05-12,True,True,False
DSP-06392,ORD-13470,not_as_described,2026-05-23,1,pending,0.2713,False,RULE_NOT_AS_DESCRIBED,clean_concede,4,False,CUST-04672,239.15,groceries,2026-05-22,False,,True,True,False
DSP-07568,ORD-00090,duplicate_charge,2026-06-04,20,pending,0.3908,False,RULE_DUPLICATE_CHARGE,clean_concede,3,False,CUST-04375,394.44,groceries,2026-05-15,True,2026-05-16,True,True,False
DSP-12502,ORD-00546,item_not_received,2026-07-24,19,pending,0.4173,False,RULE_ITEM_NOT_RECEIVED,clean_concede,1,False,CUST-03533,439.01,groceries,2026-07-05,True,2026-07-06,False,True,False
DSP-14853,ORD-01388,not_as_described,2026-08-23,23,pending,0.4255,False,RULE_NOT_AS_DESCRIBED,clean_concede,2,False,CUST-02996,163.84,electronics,2026-07-31,True,2026-08-06,True,True,False
DSP-09800,ORD-00364,duplicate_charge,2026-06-27,5,pending,0.4276,False,RULE_DUPLICATE_CHARGE,clean_concede,1,False,CUST-04282,1048.17,groceries,2026-06-22,True,2026-06-29,False,True,False
DSP-06989,ORD-11343,not_as_described,2026-05-29,20,pending,0.5183,True,RULE_NOT_AS_DESCRIBED,clean_fight,3,False,CUST-04405,684.78,home_goods,2026-05-09,True,2026-05-14,True,True,False
DSP-09910,ORD-00311,unauthorized_transaction,2026-06-28,19,pending,0.7729,True,RULE_UNAUTHORIZED_TRANSACTION,clean_fight,0,False,CUST-00480,909.29,electronics,2026-06-09,True,2026-06-16,True,True,False
DSP-04805,ORD-08637,item_not_received,2026-05-06,21,pending,0.5067,True,RULE_ITEM_NOT_RECEIVED,clean_fight,3,False,CUST-02329,218.8,electronics,2026-04-15,True,2026-04-22,True,True,False
DSP-04586,ORD-04591,item_not_received,2026-05-05,23,pending,0.0343,False,RULE_ITEM_NOT_RECEIVED,retry_needed,0,False,CUST-04387,5057.47,groceries,2026-04-12,False,,True,True,False
DSP-11099,ORD-15797,item_not_received,2026-07-11,15,pending,0.7486,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-03895,561.99,apparel,2026-06-26,True,2026-06-30,True,True,False
DSP-04225,ORD-07864,not_as_described,2026-05-01,3,pending,0.3456,False,RULE_NOT_AS_DESCRIBED,clean_concede,1,False,CUST-00432,837.99,groceries,2026-04-28,False,,True,True,False
DSP-09486,ORD-13304,item_not_received,2026-06-24,20,pending,0.5084,True,RULE_ITEM_NOT_RECEIVED,clean_fight,2,False,CUST-04971,432.08,home_goods,2026-06-04,True,2026-06-06,True,True,False
DSP-02350,ORD-03792,item_not_received,2026-04-12,3,pending,0.7445,True,RULE_ITEM_NOT_RECEIVED,clean_fight,0,False,CUST-00987,348.82,apparel,2026-04-09,True,2026-04-17,True,True,True
DSP-10444,ORD-12982,not_as_described,2026-07-04,9,pending,0.4558,True,RULE_NOT_AS_DESCRIBED,clean_concede,0,False,CUST-02349,799.87,groceries,2026-06-25,True,2026-07-01,True,True,True
DSP-08721,ORD-09105,item_not_received,2026-06-16,6,pending,0.49,False,RULE_ITEM_NOT_RECEIVED,clean_concede,2,False,CUST-05461,637.11,digital_goods,2026-06-10,True,2026-06-12,False,True,False
