order_id,customer_id,amount,item_category,purchase_date,delivery_confirmed,delivery_date,otp_auth_confirmed,shipping_billing_match,prior_complaint_on_file
ORD-00031,CUST-02278,2990.97,apparel,2026-04-20,True,2026-04-28,True,True,False
ORD-00032,CUST-00053,1895.54,digital_goods,2026-06-22,True,2026-06-29,True,True,True
ORD-00033,CUST-01307,449.79,digital_goods,2026-07-30,True,2026-08-03,True,True,False
ORD-00034,CUST-05719,778.48,apparel,2026-05-12,True,2026-05-16,True,True,False
ORD-00035,CUST-03462,277.85,apparel,2026-03-19,True,2026-03-20,False,True,False
ORD-00036,CUST-02787,128.88,apparel,2026-07-24,True,2026-07-27,True,True,False
ORD-00037,CUST-02276,215.86,electronics,2026-06-02,True,2026-06-08,True,True,False
ORD-00038,CUST-01273,323.51,groceries,2026-04-26,False,,True,True,False
ORD-00039,CUST-01763,2719.28,apparel,2026-03-30,True,2026-04-07,True,False,False
ORD-00040,CUST-02757,695.4,apparel,2026-07-14,True,2026-07-15,False,True,False
ORD-00041,CUST-00837,1323.44,groceries,2026-07-08,True,2026-07-12,True,True,False
ORD-00042,CUST-00759,1450.74,home_goods,2026-06-07,True,2026-06-08,True,True,False
ORD-00043,CUST-03112,462.4,electronics,2026-06-26,True,2026-06-30,True,True,False
ORD-00044,CUST-00792,1342.95,groceries,2026-07-16,False,,True,True,False
ORD-00045,CUST-02940,977.28,apparel,2026-08-03,True,2026-08-06,True,True,False
ORD-00046,CUST-02817,100.0,electronics,2026-05-11,True,2026-05-18,True,True,False
ORD-00047,CUST-04945,373.57,home_goods,2026-07-07,False,,True,True,False
ORD-00048,CUST-02166,364.91,home_goods,2026-06-06,False,,False,True,False
ORD-00049,CUST-00355,114.48,apparel,2026-07-16,False,,False,True,False
ORD-00050,CUST-05977,303.94,apparel,2026-05-25,True,2026-06-01,True,True,False
ORD-00051,CUST-03763,2691.68,digital_goods,2026-06-27,True,2026-06-30,True,True,False
ORD-00052,CUST-04392,635.77,electronics,2026-06-19,True,2026-06-26,True,True,False
ORD-00053,CUST-01022,2526.06,apparel,2026-07-07,True,2026-07-13,True,True,False
ORD-00054,CUST-03100,147.99,groceries,2026-06-12,False,,False,True,False
ORD-00055,CUST-00645,1556.69,groceries,2026-06-28,True,2026-07-07,True,True,False
ORD-00056,CUST-04522,190.57,apparel,2026-04-22,True,2026-04-23,True,False,False
ORD-00057,CUST-02401,1462.19,electronics,2026-05-09,True,2026-05-12,True,True,False
ORD-00058,CUST-05149,781.83,apparel,2026-06-07,True,2026-06-10,True,True,False
ORD-00059,CUST-05066,1551.05,electronics,2026-06-25,True,2026-06-27,True,True,False
ORD-00060,CUST-02962,3336.57,home_goods,2026-04-16,True,2026-04-20,True,True,False
ORD-00061,CUST-04729,1055.85,groceries,2026-06-20,True,2026-06-25,True,True,False
ORD-00062,CUST-01575,972.8,electronics,2026-04-21,True,2026-04-30,True,True,False
ORD-00063,CUST-05771,229.73,groceries,2026-06-02,True,2026-06-10,False,False,False
ORD-00064,CUST-00569,401.01,apparel,2026-06-02,True,2026-06-10,True,True,False
ORD-00065,CUST-00375,901.79,electronics,2026-07-20,True,2026-07-24,True,True,False
ORD-00066,CUST-05417,311.79,home_goods,2026-07-01,True,2026-07-02,True,True,False
ORD-00067,CUST-01866,454.16,apparel,2026-03-20,True,2026-03-22,True,False,False
ORD-00068,CUST-02370,459.4,apparel,2026-03-11,False,,False,True,False
ORD-00069,CUST-00653,202.37,electronics,2026-07-13,True,2026-07-16,True,True,False
ORD-00070,CUST-01907,1816.94,groceries,2026-03-07,True,2026-03-11,True,True,False
ORD-00071,CUST-00827,829.68,apparel,2026-07-27,True,2026-07-28,True,True,False
ORD-00072,CUST-03113,3354.38,digital_goods,2026-05-23,True,2026-05-24,False,True,False
ORD-00073,CUST-02277,204.96,electronics,2026-04-10,True,2026-04-14,True,True,False
ORD-00074,CUST-03714,423.74,apparel,2026-06-08,False,,True,True,False
ORD-00075,CUST-05207,1271.82,apparel,2026-06-01,True,2026-06-05,True,True,False
ORD-00076,CUST-02988,1030.68,home_goods,2026-05-08,True,2026-05-16,False,True,False
ORD-00077,CUST-01332,233.81,groceries,2026-06-08,True,2026-06-14,True,True,False
ORD-00078,CUST-03032,112.69,electronics,2026-05-04,True,2026-05-12,True,True,False
ORD-00079,CUST-02910,830.25,digital_goods,2026-06-21,True,2026-06-28,True,True,False
ORD-00080,CUST-01716,169.73,groceries,2026-07-25,True,2026-08-01,True,True,False
ORD-00081,CUST-05490,219.17,electronics,2026-07-24,True,2026-07-29,True,True,False
ORD-00082,CUST-02187,1513.99,apparel,2026-05-17,True,2026-05-19,True,True,False
ORD-00083,CUST-05749,1573.17,groceries,2026-05-27,False,,True,True,False
ORD-00084,CUST-05599,472.19,home_goods,2026-06-12,False,,True,True,False
ORD-00085,CUST-05308,623.18,home_goods,2026-04-23,True,2026-04-29,True,True,False
ORD-00086,CUST-00584,382.61,groceries,2026-03-11,True,2026-03-16,False,True,False
ORD-00087,CUST-04990,571.22,apparel,2026-06-03,True,2026-06-08,True,True,False
ORD-00088,CUST-05201,3813.22,groceries,2026-06-14,True,2026-06-23,True,True,False
ORD-00089,CUST-01401,704.27,home_goods,2026-05-26,True,2026-06-04,False,True,False
ORD-00090,CUST-04375,394.44,groceries,2026-05-15,True,2026-05-16,True,True,False
ORD-00091,CUST-05973,1226.33,apparel,2026-07-31,True,2026-08-04,False,True,True
ORD-00092,CUST-02005,100.0,groceries,2026-07-16,True,2026-07-25,True,True,False
ORD-00093,CUST-01338,1883.87,apparel,2026-05-24,True,2026-05-28,True,False,False
ORD-00094,CUST-03786,1558.45,home_goods,2026-06-23,True,2026-06-25,True,True,True
ORD-00095,CUST-03108,1972.71,home_goods,2026-05-09,True,2026-05-15,True,True,False
ORD-00096,CUST-02211,3630.41,home_goods,2026-04-02,False,,True,True,False
ORD-00097,CUST-05242,127.32,apparel,2026-04-09,False,,True,True,False
ORD-00098,CUST-05637,492.9,groceries,2026-04-04,True,2026-04-06,True,True,False
ORD-00099,CUST-04562,141.13,electronics,2026-03-11,True,2026-03-18,True,True,False
ORD-00100,CUST-01799,420.53,digital_goods,2026-07-12,True,2026-07-20,True,True,False
ORD-00101,CUST-05608,353.36,apparel,2026-03-09,False,,True,True,False
ORD-00102,CUST-02656,255.26,home_goods,2026-08-01,True,2026-08-10,True,True,False
ORD-00103,CUST-00458,203.14,apparel,2026-04-05,True,2026-04-08,True,True,False
ORD-00104,CUST-01876,326.16,electronics,2026-07-25,False,,True,True,False
ORD-00105,CUST-00262,565.36,digital_goods,2026-05-23,True,2026-06-01,True,True,False
ORD-00106,CUST-02584,585.89,electronics,2026-05-14,True,2026-05-18,True,True,False
ORD-00107,CUST-03286,206.35,apparel,2026-05-26,False,,True,True,False
ORD-00108,CUST-02193,3561.74,digital_goods,2026-07-12,True,2026-07-13,True,True,False
ORD-00109,CUST-00542,204.33,groceries,2026-06-16,True,2026-06-21,True,True,False
ORD-00110,CUST-01728,650.26,apparel,2026-06-05,True,2026-06-11,True,True,False
ORD-00111,CUST-04646,688.47,groceries,2026-05-09,True,2026-05-17,True,True,False
ORD-00112,CUST-05881,1280.07,groceries,2026-05-25,True,2026-05-26,True,True,False
ORD-00113,CUST-02577,1577.85,apparel,2026-04-29,True,2026-05-08,True,True,True
ORD-00114,CUST-01741,707.07,electronics,2026-07-06,False,,True,True,False
ORD-00115,CUST-05369,100.0,home_goods,2026-05-31,True,2026-06-05,True,True,False
ORD-00116,CUST-04089,822.89,apparel,2026-04-04,False,,True,True,True
ORD-00117,CUST-03241,241.8,groceries,2026-08-02,True,2026-08-06,True,False,False
ORD-00118,CUST-05266,294.9,electronics,2026-08-01,False,,True,True,False
ORD-00119,CUST-03758,851.85,apparel,2026-06-05,True,2026-06-09,True,True,False
ORD-00120,CUST-01170,3113.02,apparel,2026-07-01,True,2026-07-09,False,True,False
ORD-00121,CUST-02169,2091.66,home_goods,2026-06-12,False,,True,True,True
ORD-00122,CUST-01143,853.89,groceries,2026-04-17,True,2026-04-23,True,True,False
ORD-00123,CUST-02020,894.86,groceries,2026-04-10,True,2026-04-16,True,True,False
ORD-00124,CUST-04598,619.78,home_goods,2026-05-24,True,2026-05-31,False,True,False
ORD-00125,CUST-04415,636.52,home_goods,2026-05-27,False,,True,False,False
ORD-00126,CUST-02152,773.61,digital_goods,2026-05-25,True,2026-05-30,False,True,False
ORD-00127,CUST-04788,3582.18,apparel,2026-05-26,False,,True,True,False
ORD-00128,CUST-03509,2277.1,digital_goods,2026-04-17,True,2026-04-25,True,True,True
ORD-00129,CUST-04780,351.28,groceries,2026-03-11,True,2026-03-14,True,False,False
ORD-00130,CUST-03271,626.39,apparel,2026-07-28,True,2026-07-31,True,True,False
ORD-00131,CUST-02965,700.48,groceries,2026-03-28,False,,True,True,True
ORD-00132,CUST-01796,330.87,apparel,2026-05-06,True,2026-05-11,True,True,True
ORD-00133,CUST-01133,1688.24,groceries,2026-04-21,True,2026-04-28,True,True,False
ORD-00134,CUST-04174,518.13,electronics,2026-04-08,True,2026-04-15,True,True,True
ORD-00135,CUST-04042,2390.59,groceries,2026-07-04,True,2026-07-07,True,False,False
ORD-00136,CUST-00744,1072.59,apparel,2026-04-10,True,2026-04-16,True,True,False
ORD-00137,CUST-00385,3533.9,digital_goods,2026-07-18,False,,True,True,False
ORD-00138,CUST-00898,928.26,groceries,2026-05-16,True,2026-05-21,True,True,False
ORD-00139,CUST-01252,360.39,electronics,2026-05-28,True,2026-05-29,True,True,False
ORD-00140,CUST-05140,729.46,apparel,2026-06-09,True,2026-06-16,True,True,False
ORD-00141,CUST-01310,1754.27,electronics,2026-06-05,True,2026-06-10,True,False,False
ORD-00142,CUST-05574,198.2,apparel,2026-06-06,True,2026-06-09,False,True,False
ORD-00143,CUST-03458,2849.17,groceries,2026-07-16,True,2026-07-21,True,True,False
ORD-00144,CUST-04885,1638.98,home_goods,2026-04-19,False,,True,True,False
ORD-00145,CUST-00520,543.0,home_goods,2026-05-07,True,2026-05-16,True,True,False
ORD-00146,CUST-03152,370.6,digital_goods,2026-04-15,True,2026-04-21,False,True,False
ORD-00147,CUST-03126,1268.08,groceries,2026-05-17,True,2026-05-26,True,False,False
ORD-00148,CUST-04881,2226.56,groceries,2026-06-05,True,2026-06-14,True,True,False
ORD-00149,CUST-03834,1908.16,electronics,2026-08-01,True,2026-08-07,True,True,False
ORD-00150,CUST-04334,100.0,groceries,2026-04-12,False,,True,True,False
ORD-00151,CUST-02059,302.69,groceries,2026-04-03,True,2026-04-05,True,False,False
ORD-00152,CUST-04532,885.8,groceries,2026-04-16,True,2026-04-19,True,True,False
ORD-00153,CUST-00094,182.33,digital_goods,2026-04-17,True,2026-04-26,True,True,True
ORD-00154,CUST-05572,755.17,digital_goods,2026-06-21,True,2026-06-28,True,True,False
ORD-00155,CUST-05904,354.77,electronics,2026-05-03,False,,True,False,False
ORD-00156,CUST-00938,603.48,apparel,2026-04-05,True,2026-04-06,True,True,False
ORD-00157,CUST-05584,371.27,digital_goods,2026-05-30,True,2026-06-08,True,True,False
ORD-00158,CUST-04398,778.51,digital_goods,2026-03-17,False,,True,True,False
ORD-00159,CUST-02185,6470.1,electronics,2026-06-27,False,,True,True,False
ORD-00160,CUST-05250,579.35,apparel,2026-05-28,True,2026-06-06,True,True,True
ORD-00161,CUST-02786,793.78,groceries,2026-07-15,True,2026-07-22,True,False,False
ORD-00162,CUST-00913,942.86,digital_goods,2026-06-19,False,,True,True,False
ORD-00163,CUST-02404,1392.59,electronics,2026-07-21,True,2026-07-29,True,False,False
ORD-00164,CUST-03561,223.37,digital_goods,2026-03-26,True,2026-04-04,True,True,False
ORD-00165,CUST-01295,309.92,home_goods,2026-04-10,True,2026-04-11,True,True,False
ORD-00166,CUST-03716,1605.1,groceries,2026-06-21,True,2026-06-28,True,True,False
ORD-00167,CUST-00026,2170.04,electronics,2026-04-18,False,,True,True,False
ORD-00168,CUST-05915,1480.0,apparel,2026-05-18,False,,True,True,True
ORD-00169,CUST-05895,1213.44,digital_goods,2026-05-26,True,2026-06-02,True,True,False
ORD-00170,CUST-02157,2046.95,groceries,2026-07-30,True,2026-08-02,True,True,True
ORD-00171,CUST-04100,1260.06,apparel,2026-03-20,False,,True,True,False
ORD-00172,CUST-01463,1171.66,apparel,2026-05-07,True,2026-05-10,True,True,False
ORD-00173,CUST-04158,1092.71,digital_goods,2026-08-01,True,2026-08-08,False,True,False
ORD-00174,CUST-00871,766.02,apparel,2026-03-15,True,2026-03-21,True,True,False
ORD-00175,CUST-05122,1061.64,apparel,2026-04-30,True,2026-05-03,True,True,False
ORD-00176,CUST-02444,893.23,groceries,2026-06-12,True,2026-06-13,False,True,False
ORD-00177,CUST-05234,206.49,home_goods,2026-07-12,True,2026-07-21,True,True,False
ORD-00178,CUST-04158,611.19,groceries,2026-04-07,False,,True,True,False
ORD-00179,CUST-04988,839.92,home_goods,2026-03-30,True,2026-04-08,True,True,False
ORD-00180,CUST-01629,385.5,apparel,2026-07-07,False,,True,True,True
ORD-00181,CUST-01252,242.79,digital_goods,2026-04-15,False,,True,True,False
ORD-00182,CUST-03063,1599.65,apparel,2026-05-30,True,2026-05-31,True,True,False
ORD-00183,CUST-01323,386.31,electronics,2026-04-24,True,2026-04-28,True,True,False
ORD-00184,CUST-04418,1053.14,home_goods,2026-05-24,True,2026-05-26,False,True,False
ORD-00185,CUST-04344,117.86,home_goods,2026-04-13,True,2026-04-16,True,False,False
ORD-00186,CUST-00004,1947.17,electronics,2026-05-31,True,2026-06-09,False,True,False
ORD-00187,CUST-04906,596.2,home_goods,2026-03-28,True,2026-03-31,True,True,False
ORD-00188,CUST-02655,106.13,groceries,2026-06-05,True,2026-06-09,True,True,False
ORD-00189,CUST-04002,1173.61,groceries,2026-05-29,True,2026-06-05,True,True,False
ORD-00190,CUST-00159,1757.1,electronics,2026-07-18,True,2026-07-26,True,True,False
ORD-00191,CUST-00916,371.45,home_goods,2026-07-14,True,2026-07-16,True,True,False
ORD-00192,CUST-02973,511.9,apparel,2026-06-19,True,2026-06-27,True,True,False
ORD-00193,CUST-02519,1923.51,home_goods,2026-04-25,True,2026-05-01,True,True,False
ORD-00194,CUST-01961,336.05,groceries,2026-07-26,True,2026-08-03,True,True,False
ORD-00195,CUST-00474,463.73,digital_goods,2026-06-08,False,,True,True,False
ORD-00196,CUST-01973,677.22,electronics,2026-08-06,True,2026-08-10,True,True,False
ORD-00197,CUST-04647,648.21,digital_goods,2026-06-28,True,2026-07-06,True,True,False
ORD-00198,CUST-00645,716.07,apparel,2026-03-12,True,2026-03-14,True,True,False
ORD-00199,CUST-00701,1562.22,groceries,2026-05-02,True,2026-05-09,True,True,False
ORD-00200,CUST-05995,401.41,apparel,2026-05-10,False,,True,True,False
ORD-00201,CUST-03981,260.03,groceries,2026-07-28,True,2026-07-30,True,True,False
ORD-00202,CUST-00566,401.59,home_goods,2026-05-14,True,2026-05-18,True,True,True
ORD-00203,CUST-04363,606.35,electronics,2026-05-17,True,2026-05-24,True,True,False
ORD-00204,CUST-01030,2313.15,groceries,2026-04-03,True,2026-04-12,True,True,False
ORD-00205,CUST-01051,179.27,apparel,2026-04-02,True,2026-04-06,True,True,False
ORD-00206,CUST-05404,343.14,electronics,2026-05-07,True,2026-05-08,True,True,False
ORD-00207,CUST-03893,910.0,electronics,2026-06-17,False,,False,True,False
ORD-00208,CUST-04503,1285.58,apparel,2026-03-07,True,2026-03-08,True,True,True
ORD-00209,CUST-01352,953.28,digital_goods,2026-07-09,True,2026-07-16,False,True,False
ORD-00210,CUST-02171,5741.24,electronics,2026-06-18,True,2026-06-24,True,True,False
ORD-00211,CUST-04322,1322.04,apparel,2026-04-19,True,2026-04-26,True,True,False
ORD-00212,CUST-04969,349.8,groceries,2026-06-03,False,,False,True,False
ORD-00213,CUST-03466,723.68,apparel,2026-07-22,True,2026-07-24,False,True,False
ORD-00214,CUST-01735,113.68,electronics,2026-07-21,True,2026-07-24,False,True,False
ORD-00215,CUST-04417,1049.0,apparel,2026-08-03,True,2026-08-12,True,True,True
ORD-00216,CUST-05979,1103.63,electronics,2026-05-09,True,2026-05-12,True,False,False
ORD-00217,CUST-05651,104.1,groceries,2026-04-15,True,2026-04-18,True,True,False
ORD-00218,CUST-01647,100.0,apparel,2026-04-27,True,2026-05-02,False,False,False
ORD-00219,CUST-05840,907.84,home_goods,2026-05-09,True,2026-05-13,True,True,False
ORD-00220,CUST-02553,547.59,digital_goods,2026-03-26,True,2026-03-31,True,True,False
ORD-00221,CUST-03268,467.29,apparel,2026-05-04,False,,True,False,False
ORD-00222,CUST-05502,102.89,electronics,2026-04-06,False,,True,True,True
ORD-00223,CUST-05323,342.22,apparel,2026-07-20,True,2026-07-29,True,True,False
ORD-00224,CUST-03059,4778.7,home_goods,2026-07-13,True,2026-07-21,False,True,False
ORD-00225,CUST-03588,2486.69,electronics,2026-06-06,True,2026-06-09,True,True,True
ORD-00226,CUST-04239,340.07,electronics,2026-07-20,True,2026-07-23,False,True,False
ORD-00227,CUST-03698,679.01,electronics,2026-03-16,True,2026-03-22,True,True,False
ORD-00228,CUST-00991,269.28,digital_goods,2026-03-09,True,2026-03-16,True,True,False
ORD-00229,CUST-02030,1478.19,apparel,2026-07-28,True,2026-07-29,True,True,False
ORD-00230,CUST-01840,1801.13,electronics,2026-06-19,False,,True,False,False
ORD-00231,CUST-00524,243.8,home_goods,2026-03-09,True,2026-03-11,True,True,False
ORD-00232,CUST-02769,146.57,apparel,2026-03-21,False,,False,True,True
ORD-00233,CUST-00172,119.89,electronics,2026-06-24,True,2026-06-25,True,True,True
ORD-00234,CUST-04819,269.86,digital_goods,2026-06-29,True,2026-07-07,True,True,False
ORD-00235,CUST-04537,1316.34,groceries,2026-03-28,True,2026-04-03,True,True,False
ORD-00236,CUST-01885,947.19,electronics,2026-03-30,True,2026-04-05,True,True,False
ORD-00237,CUST-04820,927.7,groceries,2026-06-19,True,2026-06-20,True,True,False
ORD-00238,CUST-01804,564.45,electronics,2026-07-16,True,2026-07-22,False,True,False
ORD-00239,CUST-00058,140.09,electronics,2026-06-17,True,2026-06-20,True,True,False
ORD-00240,CUST-00581,282.99,apparel,2026-06-03,True,2026-06-07,False,True,False
ORD-00241,CUST-05798,222.02,groceries,2026-08-02,False,,True,True,False
ORD-00242,CUST-05169,308.37,home_goods,2026-04-13,True,2026-04-22,True,False,False
ORD-00243,CUST-00482,1232.86,groceries,2026-04-10,True,2026-04-11,True,True,False
ORD-00244,CUST-01875,1838.11,digital_goods,2026-05-05,False,,True,True,False
ORD-00245,CUST-00552,259.31,digital_goods,2026-04-21,True,2026-04-26,False,True,False
ORD-00246,CUST-00257,807.97,digital_goods,2026-06-20,True,2026-06-22,True,True,False
ORD-00247,CUST-02706,100.0,groceries,2026-07-10,True,2026-07-17,True,True,False
ORD-00248,CUST-00580,1711.86,digital_goods,2026-05-21,True,2026-05-25,False,True,True
ORD-00249,CUST-04211,100.0,electronics,2026-03-28,True,2026-04-03,True,True,False
ORD-00250,CUST-01949,254.63,home_goods,2026-07-18,True,2026-07-19,True,True,False
ORD-00251,CUST-02281,248.3,digital_goods,2026-04-25,True,2026-04-26,True,True,False
ORD-00252,CUST-05480,1632.4,apparel,2026-05-10,False,,False,True,False
ORD-00253,CUST-03976,328.03,groceries,2026-06-10,False,,True,True,False
ORD-00254,CUST-01755,287.96,electronics,2026-06-25,True,2026-07-03,True,True,False
ORD-00255,CUST-04417,1892.84,apparel,2026-06-06,True,2026-06-13,True,True,False
ORD-00256,CUST-01083,1965.32,home_goods,2026-07-22,True,2026-07-27,True,True,False
ORD-00257,CUST-05925,1209.61,groceries,2026-03-30,True,2026-04-04,True,True,True
ORD-00258,CUST-04677,1220.4,apparel,2026-06-24,True,2026-07-01,True,False,True
ORD-00259,CUST-04720,656.43,home_goods,2026-04-06,True,2026-04-12,True,True,False
ORD-00260,CUST-03872,298.93,home_goods,2026-03-25,True,2026-04-02,True,True,False
ORD-00261,CUST-01990,768.47,apparel,2026-04-15,True,2026-04-20,False,True,False
ORD-00262,CUST-03874,961.68,apparel,2026-06-09,True,2026-06-15,True,True,False
ORD-00263,CUST-03334,275.17,groceries,2026-03-23,True,2026-03-24,True,True,False
ORD-00264,CUST-01559,1875.18,apparel,2026-07-08,True,2026-07-12,True,True,False
ORD-00265,CUST-00772,854.43,electronics,2026-05-26,True,2026-06-03,False,True,False
ORD-00266,CUST-00794,996.22,home_goods,2026-05-20,False,,True,True,False
ORD-00267,CUST-05398,364.15,groceries,2026-04-05,True,2026-04-12,True,True,False
ORD-00268,CUST-03531,381.41,groceries,2026-05-01,True,2026-05-08,False,True,False
ORD-00269,CUST-02902,1281.1,apparel,2026-04-07,True,2026-04-13,True,True,False
ORD-00270,CUST-03469,1634.47,electronics,2026-07-24,True,2026-07-30,False,True,True
ORD-00271,CUST-03367,1091.89,electronics,2026-06-24,True,2026-06-29,True,False,False
ORD-00272,CUST-03825,338.91,digital_goods,2026-07-01,True,2026-07-04,True,True,False
ORD-00273,CUST-05972,305.04,home_goods,2026-04-27,True,2026-05-01,True,True,False
ORD-00274,CUST-00443,1129.12,groceries,2026-03-28,False,,True,True,False
ORD-00275,CUST-05516,326.91,apparel,2026-07-21,True,2026-07-23,True,True,True
ORD-00276,CUST-05353,1746.62,electronics,2026-08-06,True,2026-08-10,True,True,False
ORD-00277,CUST-05293,935.79,home_goods,2026-06-26,False,,True,False,False
ORD-00278,CUST-00806,1378.82,home_goods,2026-04-16,True,2026-04-19,True,True,False
ORD-00279,CUST-00496,100.0,apparel,2026-07-24,True,2026-07-26,True,True,False
ORD-00280,CUST-03298,301.82,home_goods,2026-05-16,True,2026-05-23,True,True,False
ORD-00281,CUST-05965,429.8,electronics,2026-08-06,True,2026-08-10,True,True,False
ORD-00282,CUST-02779,640.58,electronics,2026-07-30,False,,True,False,False
ORD-00283,CUST-00895,713.11,apparel,2026-05-13,True,2026-05-19,True,True,False
ORD-00284,CUST-02036,633.35,apparel,2026-05-18,False,,True,True,False
ORD-00285,CUST-01569,102.11,digital_goods,2026-04-14,True,2026-04-16,False,True,False
ORD-00286,CUST-01558,291.75,apparel,2026-06-22,True,2026-06-28,True,True,False
ORD-00287,CUST-04393,150.18,digital_goods,2026-05-13,True,2026-05-20,True,True,False
ORD-00288,CUST-03675,372.36,groceries,2026-04-10,True,2026-04-11,True,True,False
ORD-00289,CUST-01148,2001.27,apparel,2026-04-08,True,2026-04-15,False,True,False
ORD-00290,CUST-03456,801.59,digital_goods,2026-07-03,True,2026-07-04,True,True,False
ORD-00291,CUST-01503,506.91,apparel,2026-06-25,True,2026-06-28,True,True,True
ORD-00292,CUST-02281,240.9,apparel,2026-06-12,True,2026-06-16,True,False,False
ORD-00293,CUST-03789,4460.01,electronics,2026-07-10,True,2026-07-11,True,True,False
ORD-00294,CUST-02046,2286.52,electronics,2026-06-21,False,,True,False,False
ORD-00295,CUST-00617,1066.27,groceries,2026-05-13,True,2026-05-16,False,False,False
ORD-00296,CUST-03630,852.75,electronics,2026-05-24,True,2026-05-25,False,True,False
ORD-00297,CUST-04508,1940.02,apparel,2026-05-16,False,,True,True,False
ORD-00298,CUST-00802,577.61,electronics,2026-03-10,True,2026-03-18,True,True,True
ORD-00299,CUST-00414,197.26,apparel,2026-05-19,False,,True,True,False
ORD-00300,CUST-05342,2394.21,apparel,2026-07-08,True,2026-07-13,True,True,False
ORD-00301,CUST-04428,487.87,electronics,2026-04-17,False,,True,True,False
ORD-00302,CUST-00120,790.76,groceries,2026-08-03,True,2026-08-04,True,False,False
ORD-00303,CUST-00764,100.0,electronics,2026-05-20,True,2026-05-25,True,True,False
ORD-00304,CUST-01936,2978.31,electronics,2026-05-18,True,2026-05-22,True,True,False
ORD-00305,CUST-01362,1284.14,home_goods,2026-07-20,True,2026-07-27,True,False,False
ORD-00306,CUST-03329,762.65,apparel,2026-07-06,True,2026-07-09,True,True,False
ORD-00307,CUST-03978,478.32,digital_goods,2026-03-15,True,2026-03-21,True,True,False
ORD-00308,CUST-03943,312.08,groceries,2026-06-06,True,2026-06-14,True,True,False
ORD-00309,CUST-01751,624.06,digital_goods,2026-05-03,False,,True,False,False
ORD-00310,CUST-03285,2198.43,home_goods,2026-05-28,True,2026-06-02,True,True,False
ORD-00311,CUST-00480,909.29,electronics,2026-06-09,True,2026-06-16,True,True,False
ORD-00312,CUST-01348,111.86,digital_goods,2026-08-03,True,2026-08-10,True,True,True
ORD-00313,CUST-03104,479.39,groceries,2026-03-16,True,2026-03-23,True,True,False
ORD-00314,CUST-00017,3273.58,electronics,2026-05-26,False,,True,True,False
ORD-00315,CUST-03198,941.75,groceries,2026-03-24,True,2026-03-29,True,True,False
ORD-00316,CUST-02172,2979.92,electronics,2026-05-24,True,2026-05-26,True,True,False
ORD-00317,CUST-03727,1863.93,groceries,2026-05-09,True,2026-05-14,False,True,True
